정류소 Y좌표,정류소 X좌표,정류소ID,정류소명,정류소번호,정류소순번,노선ID,가장 가까운 복지시설,최단거리_km
36.87770794,127.15817574,CAB285000534,삼환나우빌,534,30,CAB285000030,드림파워텍,2.3518408071533985
36.8780412,127.162696,CAB285071482,소우리입구,71482,31,CAB285000030,드림파워텍,2.28714778742428
36.87841798,127.16637741,CAB285002053,소우1리(바조리),2053,32,CAB285000030,드림파워텍,2.274803157956065
36.87869963,127.17400574,CAB285001342,충청연수원 입구,1342,33,CAB285000030,드림파워텍,2.448302494272238
36.8786285,127.1804676,CAB285002227,문덕리,2227,34,CAB285000030,드림파워텍,2.749877485822401
36.87722964,127.18188476,CAB285000558,성거하늘빛아파트,558,35,CAB285000030,드림파워텍,2.9498452157986885
36.87795799,127.19497908,CAB285002055,송남리,2055,36,CAB285000030,드림파워텍,3.7077799171599457
36.87723962,127.19845074,CAB285001330,성거읍행정복지센터,1330,37,CAB285000030,드림파워텍,4.00174885269051
36.87649118,127.20112532,CAB285001332,성거 SKC,1332,38,CAB285000030,드림파워텍,4.243225451067827
36.8747928,127.2019923,CAB285071732,삼일아파트,71732,39,CAB285000030,드림파워텍,4.416891590153089
36.8730555,127.2106701,CAB285001723,천흥리(종점),1723,40,CAB285000030,드림파워텍,5.159649503961813
36.87321641,127.21061425,CAB285001333,천흥리(종점),1333,1,CAB285000031,드림파워텍,5.145661430290535
36.8744186,127.2019489,CAB285001647,천흥리,1647,2,CAB285000031,드림파워텍,4.438897459932363
36.87657981,127.20140605,CAB285001658,성 거  SKC,1658,3,CAB285000031,드림파워텍,4.257918136865695
36.8774235,127.1985058,CAB285001331,성거읍행정복지센터,1331,4,CAB285000031,드림파워텍,3.9935933745477357
36.8781163,127.19519907,CAB285002056,송남리,2056,5,CAB285000031,드림파워텍,3.7123293619645388
36.87913629,127.18465908,CAB285002054,문덕1리입구,2054,6,CAB285000031,드림파워텍,2.9430241495984677
36.87907131,127.18099241,CAB285000557,문덕리,557,7,CAB285000031,드림파워텍,2.7384193002037795
36.87891961,127.17485908,CAB285001335,충청연수원 입구,1335,8,CAB285000031,드림파워텍,2.4598824702299713
36.87850966,127.16568408,CAB285002052,소우리입구,2052,9,CAB285000031,드림파워텍,2.2555544794219915
36.87787275,127.15790269,CAB285000533,벽산아파트,533,10,CAB285000031,드림파워텍,2.3376219495277755
36.87742966,127.15347574,CAB285000531,서북구청,531,11,CAB285000031,드림파워텍,2.480540001263572
36.87710178,127.14963311,CAB285000530,직산읍행정복지센터,530,12,CAB285000031,드림파워텍,2.6411858317721206
36.87592133,127.14654908,CAB285000528,직산사거리,528,13,CAB285000031,드림파워텍,2.8829345254912315
36.870744,127.148096,CAB285000526,직산역입구,527,14,CAB285000031,드림파워텍,3.343964144367485
36.864491,127.149968,CAB285001896,신당동,1896,15,CAB285000031,천안시장애인종합복지관,3.319052772628529
36.86149465,127.15095075,CAB285000969,농수산물도매시장,969,16,CAB285000031,천안시장애인종합복지관,3.084717176705153
36.856378,127.1533774,CAB285000971,천안상업고등학교e편한세상천안부성아파트,971,17,CAB285000031,천안시장애인종합복지관,2.7856833732326614
36.84916294,127.15521908,CAB285000973,공주대공과대학,973,18,CAB285000031,천안시장애인종합복지관,2.4336391649154123
36.84286627,127.15287574,CAB285000974,부성1동행정복지센터,974,19,CAB285000031,천안시 꽃밭,1.9826437178911145
36.8391863,127.14214574,CAB285001484,한기대(두정),1484,20,CAB285000031,천안시장애인종합복지관,0.9754402236607005
36.83879962,127.14376907,CAB285001485,두정대우3차아파트,1485,21,CAB285000031,천안시장애인종합복지관,1.1184324977614997
36.83809797,127.14554074,CAB285001033,두정우남아파트,1033,22,CAB285000031,천안시장애인종합복지관,1.277763748712254
36.83511835,127.14545805,CAB285001031,주공8단지아파트,1031,23,CAB285000031,두리사랑주간보호센터,1.0891909118152783
36.83345631,127.14432907,CAB285001028,두정대우1차아파트,1028,24,CAB285000031,두리사랑주간보호센터,0.8793186977570323
36.8336754,127.1407063,CAB285001027,두정대림아파트,1027,25,CAB285000031,두리사랑주간보호센터,0.7784873344621953
36.8335726,127.1380377,CAB285000935,두정양돈농협,935,26,CAB285000031,두리사랑주간보호센터,0.7560728801275332
36.8299568,127.1377217,CAB285000937,성정중학교,937,27,CAB285000031,두리사랑주간보호센터,0.3666475029126362
36.82442769,127.13693711,CAB285000942,성정현대아파트,942,28,CAB285000031,두리사랑주간보호센터,0.3210583338271807
36.8213033,127.1361433,CAB285000943,성정선경아파트,943,29,CAB285000031,두리사랑주간보호센터,0.6623303530047037
36.81704051,127.13513663,CAB285000945,구상골사거리,945,30,CAB285000031,두런두런주간보호센터,1.1359307543828088
36.8142555,127.1343088,CAB285000947,성정동 전자랜드,947,31,CAB285000031,시각장애인등 생활지원센터,1.0512509889431059
36.811046,127.1333588,CAB285000949,봉명 청솔아파트,949,32,CAB285000031,시각장애인등 생활지원센터,0.6991744628385324
36.80775156,127.13263627,CAB285000951,계광중학교,951,33,CAB285000031,시각장애인등 생활지원센터,0.3872450849269491
36.80469794,127.13214075,CAB285000889,천안여상입구,889,34,CAB285000031,시각장애인등 생활지원센터,0.30205671607266676
36.80204793,127.13170574,CAB285000896,쌍용패션거리,886,35,CAB285000031,시각장애인등 생활지원센터,0.4796913913345228
36.799421,127.12851,CAB285001920,쌍용동사거리,1920,36,CAB285000031,수어통역센터,0.4883939964565658
36.80061462,127.12296408,CAB285000864,쌍용초등학교,864,37,CAB285000031,하모니주간보호센터,0.3998727830049588
36.8009716,127.1208239,CAB285071650,용암마을,71650,38,CAB285000031,하모니주간보호센터,0.3154365668667558
36.798903,127.1181079,CAB285000871,대하마트,871,39,CAB285000031,하모니주간보호센터,0.13672922919043143
36.79546912,127.11761852,CAB285000874,나사렛대학교,874,40,CAB285000031,하모니주간보호센터,0.36034943825954585
36.79311153,127.11686957,CAB285010021,방아다리공원,2340,41,CAB285000031,하모니주간보호센터,0.6268309021794266
36.8190148,127.1565574,CAB285000686,종합터미널,686,1,CAB285000032,편의시설지원센터,0.9677026287117692
36.817435,127.15115249,CAB285000649,방죽안오거리,649,2,CAB285000032,편의시설지원센터,0.9076134780137455
36.815121,127.1499161,CAB285000652,복자여자중고등학교,652,3,CAB285000032,편의시설지원센터,0.7698686483948834
36.8120581,127.1488145,CAB285000653,삼도상가,653,4,CAB285000032,편의시설지원센터,0.6806802193392104
36.80882941,127.14900627,CAB285000677,천안역,677,5,CAB285000032,편의시설지원센터,0.6567607150501286
36.80731404,127.15153934,CAB285001753,동남구보건소,1753,6,CAB285000032,천안시장애인희망일터,0.5273429791604017
36.80617754,127.15426986,CAB285000703,천안제일고등학교,703,7,CAB285000032,천안시장애인희망일터,0.4193080549319455
36.80621995,127.1564693,CAB285000705,버들로,705,8,CAB285000032,편의시설지원센터,0.4566282620975845
36.806508,127.160842,CAB285000700,원동교,700,9,CAB285000032,편의시설지원센터,0.5952768243251947
36.80826754,127.16181912,CAB285002209,대전충남양계축협,2209,10,CAB285000032,편의시설지원센터,0.5542155552046608
36.81106469,127.16789285,CAB285001593,동말,1593,11,CAB285000032,편의시설지원센터,1.049120570751603
36.81201201,127.17164568,CAB285001293,향교앞,1293,12,CAB285000032,편의시설지원센터,1.3927116564494193
36.81331956,127.16959138,CAB285002050,장애인체육관,2050,13,CAB285000032,편의시설지원센터,1.242676278550812
36.8156797,127.172334,CAB285071667,천안향교,71667,14,CAB285000032,편의시설지원센터,1.5596008084761463
36.81284262,127.17336902,CAB285001294,천성중학교,1294,15,CAB285000032,편의시설지원센터,1.5588099431524691
36.81353816,127.17589987,CAB285001297,아랫말,1297,16,CAB285000032,편의시설지원센터,1.7947029901004732
36.81487376,127.17876226,CAB285001296,분텃골,1296,17,CAB285000032,편의시설지원센터,2.0761712374138876
36.81533939,127.18183392,CAB285001041,양담말,1041,18,CAB285000032,죽전주간보호센터,2.1624785739554073
36.81659795,127.18418574,CAB285001295,응담말,1295,19,CAB285000032,죽전주간보호센터,2.3345426093214243
36.81806794,127.18544074,CAB285001892,중앙소방학교 후문,1892,20,CAB285000032,죽전주간보호센터,2.5183373381225884
36.820208,127.186961,CAB285002275,리각미술관,2275,21,CAB285000032,죽전주간보호센터,2.7822124470215366
36.822072,127.188163,CAB285071888,태조산청소년수련관,71888,22,CAB285000032,죽전주간보호센터,3.0104863060038727
36.829256,127.184848,CAB285071805,안서코아루,71805,23,CAB285000032,천안시 꽃밭,3.2561911564293546
36.83089653,127.18589606,CAB285001043,신안25통,1043,24,CAB285000032,천안시 꽃밭,3.3770277027846074
36.8331108,127.1896028,CAB285010147,각원사,1718,25,CAB285000032,천안시 꽃밭,3.7506139597144488
36.833425,127.191408,CAB285071885,각원사회차지,71885,26,CAB285000032,천안시 꽃밭,3.915005726666052
36.833545,127.191414,CAB285071886,각원사회차지,71886,1,CAB285000033,천안시 꽃밭,3.9185967339758387
36.8330729,127.1892217,CAB285001045,각원사,1045,2,CAB285000033,천안시 꽃밭,3.716635723442219
36.83086304,127.18551229,CAB285001044,신안25통,1044,3,CAB285000033,천안시 꽃밭,3.342764812807844
36.82905,127.184944,CAB285071806,안서코아루,71806,4,CAB285000033,천안시 꽃밭,3.2617113411183007
36.820118,127.186714,CAB285002274,리각미술관,2274,5,CAB285000033,죽전주간보호센터,2.7669319221893645
36.81857538,127.1857192,CAB285001891,중앙소방학교 후문,1891,6,CAB285000033,죽전주간보호센터,2.578990268581318
36.816795,127.1840503,CAB285001042,응담말,1042,7,CAB285000033,죽전주간보호센터,2.3536264023927993
36.81552132,127.18191073,CAB285001040,양담말,1040,8,CAB285000033,죽전주간보호센터,2.1833911838244986
36.81502464,127.17880408,CAB285001039,분텃골,1039,9,CAB285000033,편의시설지원센터,2.083929626904656
36.81361963,127.17551741,CAB285001481,아랫말,1481,10,CAB285000033,편의시설지원센터,1.7632154481789126
36.8129387,127.17313886,CAB285001037,천성중학교,1037,11,CAB285000033,편의시설지원센터,1.5406434163514588
36.81331956,127.16959138,CAB285002050,장애인체육관,2050,12,CAB285000033,편의시설지원센터,1.242676278550812
36.8156797,127.172334,CAB285071667,천안향교,71667,13,CAB285000033,편의시설지원센터,1.5596008084761463
36.81214341,127.17156404,CAB285001038,향교앞,1038,14,CAB285000033,편의시설지원센터,1.3875712321227618
36.81122794,127.16796241,CAB285001592,동말,1592,15,CAB285000033,편의시설지원센터,1.05687529597286
36.8081761,127.1614679,CAB285001482,대전충남양계축협,1482,16,CAB285000033,편의시설지원센터,0.530362836757013
36.8064396,127.16009075,CAB285000699,원동교,699,17,CAB285000033,편의시설지원센터,0.556235527195147
36.80639796,127.15522408,CAB285000704,천안제일고등학교,704,18,CAB285000033,편의시설지원센터,0.44356820032078875
36.8083113,127.1505244,CAB285001591,동남구보건소,1591,19,CAB285000033,편의시설지원센터,0.5479087561797016
36.80911797,127.14884241,CAB285000678,천안역,678,20,CAB285000033,편의시설지원센터,0.6636970291097875
36.8116185,127.148923,CAB285000654,삼도상가,654,21,CAB285000033,편의시설지원센터,0.6590071855371157
36.815312,127.1502101,CAB285000651,복자여자중고등학교,651,22,CAB285000033,편의시설지원센터,0.7664790105063284
36.8175776,127.1514936,CAB285000650,방죽안오거리,650,23,CAB285000033,천안시 꽃밭,0.904198371376538
36.818722,127.156019,CAB285010125,종합터미널,2357,24,CAB285000033,편의시설지원센터,0.9345163349927728
36.8190148,127.1565574,CAB285000686,종합터미널,686,1,CAB285000034,편의시설지원센터,0.9677026287117692
36.817435,127.15115249,CAB285000649,방죽안오거리,649,2,CAB285000034,편의시설지원센터,0.9076134780137455
36.815121,127.1499161,CAB285000652,복자여자중고등학교,652,3,CAB285000034,편의시설지원센터,0.7698686483948834
36.8120581,127.1488145,CAB285000653,삼도상가,653,4,CAB285000034,편의시설지원센터,0.6806802193392104
36.80882941,127.14900627,CAB285000677,천안역,677,5,CAB285000034,편의시설지원센터,0.6567607150501286
36.80731404,127.15153934,CAB285001753,동남구보건소,1753,6,CAB285000034,천안시장애인희망일터,0.5273429791604017
36.80617754,127.15426986,CAB285000703,천안제일고등학교,703,7,CAB285000034,천안시장애인희망일터,0.4193080549319455
36.80621995,127.1564693,CAB285000705,버들로,705,8,CAB285000034,편의시설지원센터,0.4566282620975845
36.806508,127.160842,CAB285000700,원동교,700,9,CAB285000034,편의시설지원센터,0.5952768243251947
36.80826754,127.16181912,CAB285002209,대전충남양계축협,2209,10,CAB285000034,편의시설지원센터,0.5542155552046608
36.81106469,127.16789285,CAB285001593,동말,1593,11,CAB285000034,편의시설지원센터,1.049120570751603
36.81201201,127.17164568,CAB285001293,향교앞,1293,12,CAB285000034,편의시설지원센터,1.3927116564494193
36.81284262,127.17336902,CAB285001294,천성중학교,1294,13,CAB285000034,편의시설지원센터,1.5588099431524691
36.81353816,127.17589987,CAB285001297,아랫말,1297,14,CAB285000034,편의시설지원센터,1.7947029901004732
36.81487376,127.17876226,CAB285001296,분텃골,1296,15,CAB285000034,편의시설지원센터,2.0761712374138876
36.81533939,127.18183392,CAB285001041,양담말,1041,16,CAB285000034,죽전주간보호센터,2.1624785739554073
36.81659795,127.18418574,CAB285001295,응담말,1295,17,CAB285000034,죽전주간보호센터,2.3345426093214243
36.81806794,127.18544074,CAB285001892,중앙소방학교 후문,1892,18,CAB285000034,죽전주간보호센터,2.5183373381225884
36.820208,127.186961,CAB285002275,리각미술관,2275,19,CAB285000034,죽전주간보호센터,2.7822124470215366
36.822072,127.188163,CAB285071888,태조산청소년수련관,71888,20,CAB285000034,죽전주간보호센터,3.0104863060038727
36.829475,127.189214,CAB285002190,"부경파크빌,안서e편한세상,성불사부경이편한",2190,21,CAB285000034,편의시설지원센터,3.63347893793824
36.8301411,127.1850417,CAB285071745,안서코아루,71745,22,CAB285000034,천안시 꽃밭,3.287703258245145
36.83089653,127.18589606,CAB285001043,신안25통,1043,23,CAB285000034,천안시 꽃밭,3.3770277027846074
36.8331108,127.1896028,CAB285010147,각원사,1718,24,CAB285000034,천안시 꽃밭,3.7506139597144488
36.833425,127.191408,CAB285071885,각원사회차지,71885,25,CAB285000034,천안시 꽃밭,3.915005726666052
36.833545,127.191414,CAB285071886,각원사회차지,71886,1,CAB285000035,천안시 꽃밭,3.9185967339758387
36.8330729,127.1892217,CAB285001045,각원사,1045,2,CAB285000035,천안시 꽃밭,3.716635723442219
36.83086304,127.18551229,CAB285001044,신안25통,1044,3,CAB285000035,천안시 꽃밭,3.342764812807844
36.8299428,127.1850257,CAB285071746,안서코아루,71746,4,CAB285000035,천안시 꽃밭,3.282814041859958
36.829475,127.189214,CAB285002190,"부경파크빌,안서e편한세상,성불사부경이편한",2190,5,CAB285000035,편의시설지원센터,3.63347893793824
36.820118,127.186714,CAB285002274,리각미술관,2274,6,CAB285000035,죽전주간보호센터,2.7669319221893645
36.81857538,127.1857192,CAB285001891,중앙소방학교 후문,1891,7,CAB285000035,죽전주간보호센터,2.578990268581318
36.816795,127.1840503,CAB285001042,응담말,1042,8,CAB285000035,죽전주간보호센터,2.3536264023927993
36.81552132,127.18191073,CAB285001040,양담말,1040,9,CAB285000035,죽전주간보호센터,2.1833911838244986
36.81502464,127.17880408,CAB285001039,분텃골,1039,10,CAB285000035,편의시설지원센터,2.083929626904656
36.81361963,127.17551741,CAB285001481,아랫말,1481,11,CAB285000035,편의시설지원센터,1.7632154481789126
36.8129387,127.17313886,CAB285001037,천성중학교,1037,12,CAB285000035,편의시설지원센터,1.5406434163514588
36.81214341,127.17156404,CAB285001038,향교앞,1038,13,CAB285000035,편의시설지원센터,1.3875712321227618
36.81122794,127.16796241,CAB285001592,동말,1592,14,CAB285000035,편의시설지원센터,1.05687529597286
36.8081761,127.1614679,CAB285001482,대전충남양계축협,1482,15,CAB285000035,편의시설지원센터,0.530362836757013
36.8064396,127.16009075,CAB285000699,원동교,699,16,CAB285000035,편의시설지원센터,0.556235527195147
36.80639796,127.15522408,CAB285000704,천안제일고등학교,704,17,CAB285000035,편의시설지원센터,0.44356820032078875
36.8083113,127.1505244,CAB285001591,동남구보건소,1591,18,CAB285000035,편의시설지원센터,0.5479087561797016
36.80911797,127.14884241,CAB285000678,천안역,678,19,CAB285000035,편의시설지원센터,0.6636970291097875
36.8116185,127.148923,CAB285000654,삼도상가,654,20,CAB285000035,편의시설지원센터,0.6590071855371157
36.815312,127.1502101,CAB285000651,복자여자중고등학교,651,21,CAB285000035,편의시설지원센터,0.7664790105063284
36.8175776,127.1514936,CAB285000650,방죽안오거리,650,22,CAB285000035,천안시 꽃밭,0.904198371376538
36.818722,127.156019,CAB285010125,종합터미널,2357,23,CAB285000035,편의시설지원센터,0.9345163349927728
36.79301183,127.11700956,CAB285010020,방아다리공원,2341,1,CAB285000037,하모니주간보호센터,0.632703994691571
36.7927864,127.1200236,CAB285071557,쌍용역코오롱하늘채,71557,2,CAB285000037,수어통역센터,0.5912577109755887
36.79305796,127.12342074,CAB285000825,쌍용역해누리아이파크,825,3,CAB285000037,수어통역센터,0.35182562744143614
36.79409963,127.12633741,CAB285000826,쌍용고가교,826,4,CAB285000037,수어통역센터,0.19234323355562497
36.79631298,127.12906241,CAB285000829,쌍용동 이마트,829,5,CAB285000037,수어통역센터,0.3183779246047501
36.80244569,127.13192013,CAB285000887,쌍용패션거리,887,6,CAB285000037,시각장애인등 생활지원센터,0.45236076726145497
36.80492959,127.13235383,CAB285000888,천안여상입구,888,7,CAB285000037,시각장애인등 생활지원센터,0.31057389745093855
36.807165,127.134894,CAB285071406,천안고등학교,896,8,CAB285000037,시각장애인등 생활지원센터,0.5431882971695249
36.806856,127.137834,CAB285071912,봉서산아이파크아파트,71912,9,CAB285000037,시각장애인등 생활지원센터,0.7919856871462816
36.80669911,127.14200198,CAB285071550,봉명1교,71550,10,CAB285000037,천안시장애인희망일터,1.0461221586673741
36.8083113,127.1505244,CAB285001591,동남구보건소,1591,11,CAB285000037,편의시설지원센터,0.5479087561797016
36.80911797,127.14884241,CAB285000678,천안역,678,12,CAB285000037,편의시설지원센터,0.6636970291097875
36.8083388,127.147642,CAB285000655,천안역 동부광장,655,13,CAB285000037,천안시장애인희망일터,0.7718049886965724
36.803072,127.146009,CAB285000659,온양나드리,659,14,CAB285000037,천안시장애인희망일터,0.5893765293208076
36.8005047,127.1487406,CAB285000661,남산중앙시장,661,15,CAB285000037,천안시장애인희망일터,0.4188195251319921
36.7984753,127.1508314,CAB285001590,영성로,1590,16,CAB285000037,천안시장애인희망일터,0.49033138923619796
36.7982139,127.1517372,CAB285000702,남부오거리,702,17,CAB285000037,천안시장애인희망일터,0.49924560841568166
36.79842431,127.15623941,CAB285000876,우성VIP 아파트,876,18,CAB285000037,천안시장애인희망일터,0.5703280031446384
36.79862631,127.16063078,CAB285001036,충무로사거리,1036,19,CAB285000037,휴브릿지주간보호센터,0.7679077542037245
36.79874294,127.16341241,CAB285001992,홈플러스,1992,20,CAB285000037,휴브릿지주간보호센터,0.7670447496616037
36.79226235,127.16454777,CAB285000747,신성미소지움아파트,747,21,CAB285000037,휴브릿지주간보호센터,0.18746155200814452
36.78786298,127.16568907,CAB285000737,천안동중학교,737,22,CAB285000037,휴브릿지주간보호센터,0.529843041000125
36.7842081,127.16912224,CAB285000739,천안삼거리공원,739,23,CAB285000037,천안시종합사회복지관 부설 주간보호센터,0.5549569817233745
36.7804555,127.1735565,CAB285000741,삼룡동새마을회관,741,24,CAB285000037,천안시누리별장애인종합복지관,0.8407930890804872
36.776238,127.1777027,CAB285000743,"천안의료원,고려신학대학원",743,25,CAB285000037,천안시누리별장애인종합복지관,1.3007507302703005
36.7759539,127.1783259,CAB285000746,"천안의료원,고려신학대학원",746,1,CAB285000038,천안시누리별장애인종합복지관,1.3640060061025714
36.78093295,127.1733924,CAB285000742,삼룡동새마을회관,742,2,CAB285000038,천안시종합사회복지관 부설 주간보호센터,0.8254311787879366
36.78402463,127.1697274,CAB285000740,천안삼거리공원,740,3,CAB285000038,천안시종합사회복지관 부설 주간보호센터,0.5879239380355337
36.78778703,127.16601147,CAB285000738,천안동중학교,738,4,CAB285000038,휴브릿지주간보호센터,0.5527259639460437
36.79281465,127.16488075,CAB285001588,신성미소지움아파트,1588,5,CAB285000038,휴브릿지주간보호센터,0.2362084845525701
36.79891657,127.16379809,CAB285001991,홈플러스,1991,6,CAB285000038,휴브릿지주간보호센터,0.7905459207789421
36.7987691,127.1601093,CAB285071433,충무로사거리,2375,7,CAB285000038,휴브릿지주간보호센터,0.7945592842252004
36.7985872,127.1564345,CAB285000875,우성VIP 아파트,875,8,CAB285000038,천안시장애인희망일터,0.5657905024222913
36.7992067,127.1521362,CAB285000676,남산축협,676,9,CAB285000038,천안시장애인희망일터,0.38509374908959726
36.8004711,127.1492519,CAB285000662,천안중앙시장,662,10,CAB285000038,천안시장애인희망일터,0.38461723523463653
36.8032386,127.1462215,CAB285000660,온양나드리,660,11,CAB285000038,천안시장애인희망일터,0.5723424856675254
36.8081632,127.1477157,CAB285000656,천안역 동부광장,656,12,CAB285000038,천안시장애인희망일터,0.7520640079175521
36.80882941,127.14900627,CAB285000677,천안역,677,13,CAB285000038,편의시설지원센터,0.6567607150501286
36.80731404,127.15153934,CAB285001753,동남구보건소,1753,14,CAB285000038,천안시장애인희망일터,0.5273429791604017
36.8068688,127.1419862,CAB285071549,봉명1교,71549,15,CAB285000038,천안시장애인희망일터,1.055639410093864
36.8070723,127.1392308,CAB285071481,천고사거리,71481,16,CAB285000038,시각장애인등 생활지원센터,0.9185513207434626
36.807303,127.134299,CAB285000895,천안고등학교,895,17,CAB285000038,시각장애인등 생활지원센터,0.4975202837356709
36.80469794,127.13214075,CAB285000889,천안여상입구,889,18,CAB285000038,시각장애인등 생활지원센터,0.30205671607266676
36.80204793,127.13170574,CAB285000896,쌍용패션거리,886,19,CAB285000038,시각장애인등 생활지원센터,0.4796913913345228
36.796526,127.12894,CAB285000828,쌍용동 이마트,828,20,CAB285000038,수어통역센터,0.3136963664848246
36.79425133,127.12614741,CAB285000827,이화여성병원,827,21,CAB285000038,수어통역센터,0.1708234128928494
36.79307799,127.12246074,CAB285000824,쌍용역예일병원계룡아파트,824,22,CAB285000038,수어통역센터,0.4030248544950602
36.792897,127.120114,CAB285071556,쌍용역코오롱하늘채,71556,23,CAB285000038,수어통역센터,0.5777944624268293
36.79311153,127.11686957,CAB285010021,방아다리공원,2340,24,CAB285000038,하모니주간보호센터,0.6268309021794266
36.8190148,127.1565574,CAB285000686,종합터미널,686,1,CAB285000039,편의시설지원센터,0.9677026287117692
36.817435,127.15115249,CAB285000649,방죽안오거리,649,2,CAB285000039,편의시설지원센터,0.9076134780137455
36.815121,127.1499161,CAB285000652,복자여자중고등학교,652,3,CAB285000039,편의시설지원센터,0.7698686483948834
36.8120581,127.1488145,CAB285000653,삼도상가,653,4,CAB285000039,편의시설지원센터,0.6806802193392104
36.8083388,127.147642,CAB285000655,천안역 동부광장,655,5,CAB285000039,천안시장애인희망일터,0.7718049886965724
36.803072,127.146009,CAB285000659,온양나드리,659,6,CAB285000039,천안시장애인희망일터,0.5893765293208076
36.8005047,127.1487406,CAB285000661,남산중앙시장,661,7,CAB285000039,천안시장애인희망일터,0.4188195251319921
36.7984753,127.1508314,CAB285001590,영성로,1590,8,CAB285000039,천안시장애인희망일터,0.49033138923619796
36.7982139,127.1517372,CAB285000702,남부오거리,702,9,CAB285000039,천안시장애인희망일터,0.49924560841568166
36.79842431,127.15623941,CAB285000876,우성VIP 아파트,876,10,CAB285000039,천안시장애인희망일터,0.5703280031446384
36.797823,127.15919,CAB285000749,삼룡교,749,11,CAB285000039,휴브릿지주간보호센터,0.723052313886413
36.793522,127.160393,CAB285000776,구성초등학교 천안시 보훈회관 건너,776,12,CAB285000039,휴브릿지주간보호센터,0.2612607480921289
36.79047961,127.15948573,CAB285002040,청수고등학교,2040,13,CAB285000039,휴브릿지주간보호센터,0.3102423628261321
36.78730629,127.15673408,CAB285010006,동남경찰서,2331,14,CAB285000039,휴브릿지주간보호센터,0.722757082414921
36.78585295,127.15697407,CAB285001971,청룡동행정복지센터,1971,15,CAB285000039,천안시종합사회복지관 부설 주간보호센터,0.819524944712715
36.7851947,127.1550777,CAB285071564,대전지방법원천안지원,71564,16,CAB285000039,천안시종합사회복지관 부설 주간보호센터,0.9194439261047337
36.78340964,127.15237574,CAB285002215,한양수자인,2215,17,CAB285000039,천안시종합사회복지관 부설 주간보호센터,1.0748354318306603
36.78122795,127.15629407,CAB285002226,천안우리병원,2226,18,CAB285000039,천안시종합사회복지관 부설 주간보호센터,0.6979503935309478
36.779139,127.158503,CAB285071809,청당벽산블루밍,71809,19,CAB285000039,천안시누리별장애인종합복지관,0.523288416331504
36.7670585,127.1552598,CAB285001305,구룡1통입구,1305,20,CAB285000039,천안시누리별장애인종합복지관,1.6929405065901908
36.7666725,127.1490484,CAB285000751,구룡동,751,21,CAB285000039,천안시누리별장애인종합복지관,2.043369758871778
36.7666725,127.1490484,CAB285000751,구룡동,751,1,CAB285000040,천안시누리별장애인종합복지관,2.043369758871778
36.7636662,127.1549287,CAB285001585,구룡1통,1585,2,CAB285000040,천안시누리별장애인종합복지관,2.0459274389614057
36.7668964,127.1553445,CAB285001306,구룡1통입구,1306,3,CAB285000040,천안시누리별장애인종합복지관,1.705440871625269
36.779139,127.158642,CAB285071810,청당벽산블루밍,71810,4,CAB285000040,천안시누리별장애인종합복지관,0.5114749948922266
36.78349127,127.15254907,CAB285002216,한양수자인,2216,5,CAB285000040,천안시종합사회복지관 부설 주간보호센터,1.0619274515711075
36.7845432,127.1536393,CAB285071565,대전지방검찰청천안지청,71565,6,CAB285000040,천안시종합사회복지관 부설 주간보호센터,1.0047737947682287
36.78572841,127.15708834,CAB285001972,청룡동행정복지센터,1972,7,CAB285000040,천안시종합사회복지관 부설 주간보호센터,0.8029177465600369
36.78780462,127.15669908,CAB285010005,동남경찰서,2332,8,CAB285000040,휴브릿지주간보호센터,0.6872010656268925
36.78999133,127.15895907,CAB285002041,청수고등학교,2041,9,CAB285000040,휴브릿지주간보호센터,0.37881247216633473
36.79378962,127.16034074,CAB285000775,구성초등학교 천안시 보훈회관,775,10,CAB285000040,휴브릿지주간보호센터,0.2859167119641537
36.796802,127.159535,CAB285071666,구성동중앙신협,71666,11,CAB285000040,휴브릿지주간보호센터,0.607123776275782
36.7985872,127.1564345,CAB285000875,우성VIP 아파트,875,12,CAB285000040,천안시장애인희망일터,0.5657905024222913
36.7992067,127.1521362,CAB285000676,남산축협,676,13,CAB285000040,천안시장애인희망일터,0.38509374908959726
36.8004711,127.1492519,CAB285000662,천안중앙시장,662,14,CAB285000040,천안시장애인희망일터,0.38461723523463653
36.8032386,127.1462215,CAB285000660,온양나드리,660,15,CAB285000040,천안시장애인희망일터,0.5723424856675254
36.8081632,127.1477157,CAB285000656,천안역 동부광장,656,16,CAB285000040,천안시장애인희망일터,0.7520640079175521
36.8116185,127.148923,CAB285000654,삼도상가,654,17,CAB285000040,편의시설지원센터,0.6590071855371157
36.815312,127.1502101,CAB285000651,복자여자중고등학교,651,18,CAB285000040,편의시설지원센터,0.7664790105063284
36.8175776,127.1514936,CAB285000650,방죽안오거리,650,19,CAB285000040,천안시 꽃밭,0.904198371376538
36.8187607,127.1556582,CAB285000685,종합터미널,685,20,CAB285000040,편의시설지원센터,0.9397525654260679
36.82985469,127.16212123,CAB285071555,신부동회차지,71555,1,CAB285000041,천안시 꽃밭,1.3037401514638338
36.830499,127.1639488,CAB285001754,단국대 삼거리,1754,2,CAB285000041,천안시 꽃밭,1.4814377038371969
36.82866701,127.16600494,CAB285010022,옹골부락,10022,3,CAB285000041,천안시 꽃밭,1.5930290179619209
36.8224033,127.162808,CAB285001062,도솔광장,1062,4,CAB285000041,천안시 꽃밭,1.3080227902918184
